,query,n_rank1,n_rank2,n_rank3,count,p_rank1,p_rank2,p_rank3
5918,최대늦은날짜가 몇일인가요,,,,1,일자별잔여통화안내날짜변경방법(0.432492735),일자별잔여통화안내신청방법(0.4130678),"일자별잔여통화안내(0.408509375)
"
5919,오늘 해지 하라고 했습니다,"('예상해지금액', 0.604)","('이동전화해지방법', 0.565)","('Btv월정액해지방법', 0.537)",1,이동전화해지방법(0.479560585),자동납부해지방법(0.45097068),"유선해지방법(0.437835725)
"
5920,30일 등록해주시면 어플확인후 납부하겠습니다,,,,1,"요금납부일확인방법(0.91207457)
",,
5921,별도 표시가 안 되어도 T전화 전용 화면으로 바뀌면서 연결이 되었었어요.,"('T전화이용방법', 0.523)","('T전화', 0.467)","('T전화설정방법', 0.451)",1,T전화모드유지(0.4809739),T전화스팸기능(0.48078985),T전화설정방법(0.47881555)
5922,조건호490302,,,,1,무조건소리샘(0.47348875),T건강습관XAIAVitality이용방법(0.46735475),T건강습관XAIAVitality신청방법(0.466473965)
5923,혹시 최대한 늦게납부가능한날짜가 어떻게될까요??,"('요금납부일확인방법', 0.51)","('요금납부일변경방법', 0.471)",,1,"요금납부일확인방법(0.92435807)
",,
5924,요금  내역문의,"('콘텐츠이용료구매내역확인방법', 0.607)","('요금수납내역확인방법', 0.558)","('애플콘텐츠이용료결제내역확인방법', 0.511)",1,편의점요금납부(0.481922775),요금수납내역확인방법(0.4812582),요금부분납부방법(0.4705819)
5925,070으로도 오고 010으로도 전화가 왔습니다,"('060비밀번호통화서비스', 0.458)",,,1,060정보료한도제(0.4061878),060정보료한도제신청방법(0.40512863),"060정보료한도제해지방법(0.40014515)
"
5926,vip멤버쉽안될수있나요,,,,1,T멤버십포인트(0.4623786),T멤버십고객등급기준(0.45570495),BtvT멤버십사용방법(0.45524035)
5927,106일부터 사용한 구글요금 환불됐다고 문자가 왔었거든요,"('데이터결합약정할인반환금', 0.519)","('5GX퍼펙트클럽갤럭시S21반납조건', 0.462)",,1,구글Play스토어고객센터(0.4667152),콘텐츠이용료구매내역확인방법(0.42877645),"휴대폰결제이용동의신청방법(0.409932735)
"
5928,20날까지 납부 가능하나요,,,,1,"요금납부일확인방법(0.8592435)
",,
5929,15일 입금 할께요,,,,1,요금납부일확인방법(0.4319619),"휴대폰결제연체가산금(0.40023245)
",
5930,혹시 저희 회사 사정이 있어서,,,,1,타통신사고객센터(0.4708662),SK텔레콤고객센터운영시간(0.4525584),제조사AS센터연락처(0.4493393)
5931,상담사님께서 알아서선택해주세요,,,,1,전화상담사연결(0.4776831),SK텔레콤고객센터운영시간(0.4737354),ONEstore고객센터(0.446666925)
5932,10일에 입금하여도 정지되는건없나요,,,,1,일시정지(0.4469674),"유선일시정지신청/해제방법(0.40125817)
",
5933,김강 680828,,,,1,T건강습관XAIAVitality(0.466006875),T건강습관XAIAVitality신청방법(0.4644896),T건강습관XAIAVitality이용방법(0.46307885)
5934,미납요금 납부가능일 15일로 해주실수있나요,,,,1,SKT미납센터연락처(0.48042655),미납이용정지(0.4517474),미납직권해지(0.444702835)
5935,정지가 되더라도 입금된게 확인되면 정지는 풀어주는 거죠?,,,,1,"일시정지(0.8402517)
",,
5936,요금 청구서를 이메일로 받고 십습니다,"('이메일상담', 0.633)","('요금안내서발행유형자동변경해제방법', 0.54)","('이용계약증명서발급방법', 0.488)",1,"MMS(0.81018925)
",,
5937,무조건 한달 기준인가요?,"('무조건소리샘', 0.589)",,,1,무조건소리샘(0.49629113),T건강습관XAIAVitality신청방법(0.483266),T건강습관XAIAVitality이용방법(0.48235345)
5938,납부기일 등록하려구용 이유경  920716  입니다,"('요금납부일확인방법', 0.523)",,,1,"요금납부일확인방법(0.9236503)
",,
5939,차하은 000504 혹시 미납요금 이번주 금요일까지 이틀 더 연장은 어려울까요?!,,,,1,SKT미납센터연락처(0.46869225),"미납이용정지(0.450464515)
",
5940,기본요금이 얼마죠 제가,"('컬러링서비스기본음설정방법', 0.493)","('원패스VIP기본형', 0.477)",,1,"과납(0.8120921)
",,
5941,네 감사합니다 상담 종료하겠습니다,,,,1,전화상담사연결(0.432204485),"SK텔레콤고객센터운영시간(0.40608465)
",
5942,우리은행으로.문자발송해주세요,"('문자메시지서비스', 0.526)","('MMS', 0.477)","('휴대폰문자수발신실패조치방법', 0.466)",1,일500건SMS발송량제한(0.425516875),문자메시지서비스(0.410546185),SMS수신거부신청방법(0.406195)
5943,당월요금은 얼만가요?,,,,1,부가사용금액(0.4609944),과납(0.4468163),요금납부일확인방법(0.42156288)
5944,그리고 더이상결제 안되도록해주세요,,,,1,휴대폰결제이용동의신청방법(0.40756835),"휴대폰결제이용가능대상(0.406805875)
",
5945,네 다른 문자도 따로 오지 않았습니다,"('메시지관련', 0.519)","('문자메시지서비스', 0.511)","('휴대폰문자수발신실패조치방법', 0.494)",1,일500건SMS발송량제한(0.438045085),등기문자(0.42347615),스팸문자(0.4207701)
5946,파손보험혜택 말고는 우주패스는 쓰지도 않습니다,,,,1,T우주패스all연간(0.4767892),T우주패스all연간신청방법(0.4765466),T우주패스mini연간(0.476273475)
5947,선택약정을  신청햇는데,"('선택약정할인제도가입조건', 0.66)","('Btv선택', 0.529)","('선택약정할인제도가입불가요금제', 0.496)",1,선택약정할인제도할인반환금부과대상(0.490802885),선택약정할인제도가입조건(0.4902862),선택약정할인반환금면제대상(0.48896035)
5948,금액을 전부 알려주세요,,,,1,편의점요금납부(0.47847905),요금수납내역확인방법(0.47766315),요금부분납부방법(0.470059635)
5949,114로 전화하면 해지되나여,"('유선해지방법', 0.481)","('이동전화해지방법', 0.468)",,1,이동전화해지방법(0.48307895),자동납부해지방법(0.4547981),"유선해지방법(0.4319689)
"
5950,10월 사용분(1일~31일) 요금 내역 메일로 받을 수 있을까요?,,,,1,"요금납부일확인방법(0.85928)
",,
5951,전성주 700314,,,,1,T우주패스all(0.466950325),T우주패스slim연간신청방법(0.4664163),T우주패스slim(0.46570432)
5952,500자 넘으면 글자가 안 써집니까.,"('일500건SMS발송량제한', 0.497)",,,1,일500건SMS발송량제한(0.4208753),"스팸문자(0.41533645)
",
5953,고객센터가 또 별도인가요?,"('제조사AS센터연락처', 0.553)","('타통신사고객센터', 0.545)","('SK텔레콤고객센터운영시간', 0.517)",1,전화상담사연결(0.47106752),SK텔레콤고객센터운영시간(0.470847575),타통신사고객센터(0.46519605)
5954,아 제가말한건 오늘까지 미납요금 납부인데,"('SKT미납센터연락처', 0.555)","('미납이용정지', 0.519)","('단말기할부금중도납부방법', 0.511)",1,SKT미납센터연락처(0.47180365),미납이용정지(0.449493675),미납직권해지(0.4138853)
5955,11월 요금 까지 같이내도되는거예요?,,,,1,요금납부일확인방법(0.43567878),"과납(0.4068959)
",
5956,요금 밴킹 하게요,,,,1,band데이터요금제(0.48241663),SK브로드밴드고객센터(0.47808785),"band데이터6.5G(0.44942915)
"
5957,미납요금을 15일날에 입금하면 안될까요?,,,,1,SKT미납센터연락처(0.47971985),미납이용정지(0.45643273),미납직권해지(0.4321544)
5958,11일이후 카드납부할게요,"('단말기할부금중도납부방법', 0.452)",,,1,"동일신용카드월5회수납제한(0.87949353)
",,
5959,20일에 미납 요금 닙부하겠습니다.,,,,1,SKT미납센터연락처(0.48576057),미납이용정지(0.4556644),미납직권해지(0.44350222)
5960,혹시 납부일자를 조금 미룰수잇나요?..,"('요금납부일변경방법', 0.526)","('유선요금납부일변경방법', 0.461)","('요금납부일확인방법', 0.455)",1,"요금납부일확인방법(0.9683542)
",,
5961,t all케어 서비스 해지 하려고합니다,"('T아이폰케어해지방법', 0.583)","('ZEM플러스웅진스마트올해지방법', 0.553)","('5GX클럽갤럭시S20해지방법', 0.49)",1,단말보험해지방법(0.4217282),단말보험가입방법(0.416015325),"휴대폰보험보상신청방법(0.4085148)
"
5962,네 그전에입금할수도있구요,"('신규가입구비서류', 0.528)","('가입비', 0.473)",,1,이용계약증명서발급방법(0.430783925),이동전화가입제한(0.4113635),"가입상담예약방법(0.40941475)
"
5963,114에서 그런 내용으로 문자오니까 제입장에서는 혼동이 오네요,,,,1,등기문자(0.44811215),일500건SMS발송량제한(0.43806325),문자메시지서비스(0.435070425)
5964,네114전화로해야될까요?,"('T전화T114이용방법', 0.702)",,,1,T전화모드유지(0.45023735),T전화아이폰(0.44989625),T전화설정방법(0.4468086)
5965,지난달부터 요금청구가 되었나요?,"('요금수납내역확인방법', 0.485)","('요금납부일확인방법', 0.464)",,1,"요금안내서재발행방법(0.8107032)
",,
5966,전화를 걸면 T전화로 이용이 되야 하는데,"('T전화이용방법', 0.695)","('T전화', 0.65)","('T_인터넷전화', 0.607)",1,T전화모드유지(0.4949538),T전화설정방법(0.4948726),T전화음성으로전화하기(0.493786635)
5967,말일까지 미납요금을 내도 될까요??,"('SKT미납센터연락처', 0.532)","('미납이용정지', 0.471)","('단말기할부금중도납부방법', 0.458)",1,SKT미납센터연락처(0.478147),미납이용정지(0.45383683),미납직권해지(0.4275249)
5968,티비 하나 해지가능가해서요,"('이동전화해지방법', 0.65)","('Btv월정액해지방법', 0.621)","('예상해지금액', 0.581)",1,유선해지방법(0.471459925),이동전화해지방법(0.4356314),"자동납부해지방법(0.4084842)
"
5969,15일내에 납부가능합니다,,,,1,부가사용금액(0.4665946),과납(0.45913857),편의점요금납부(0.447512625)
5970,납부일자를 매달 20일로 해주세요,"('요금납부일확인방법', 0.453)",,,1,요금납부일확인방법(0.4784226),과납(0.414426685),"부가사용금액(0.41106845)
"
5971,납부일자 25일로,"('요금납부일확인방법', 0.474)",,,1,"요금납부일확인방법(0.9634906)
",,
5972,이유를 알아야 납부릉 하는데,"('요금수납내역확인방법', 0.473)",,,1,요금부분납부방법(0.467829465),요금수납내역확인방법(0.46636855),과납(0.4593139)
5973,정지가 안되는 방법은 없을까요?,"('정지관련', 0.666)","('유선일시정지신청/해제방법', 0.476)",,1,"일시정지(0.87484306)
",,
5974,음성 상담하려하는데요. 어떻게 ?,"('음성관련', 0.687)","('소리관련', 0.581)","('소리샘서비스청취방법', 0.572)",1,소리샘서비스(0.465560615),소리샘서비스청취방법(0.46044515),소리샘서비스비밀번호(0.45829922)
5975,부재중 전화 확인 안되요,"('T_부재중안내', 0.715)",,,1,T_부재중안내(0.4791475),T_통화중대기(0.4683196),통화중대기서비스신청방법(0.46169698)
5976,제가 지금 경제적 상황 때문에 오늘 납부가 불가능할 것 같은데,"('단말기할부금중도납부방법', 0.481)",,,1,과납(0.46039995),요금부분납부방법(0.457422735),요금수납내역확인방법(0.45487825)
5977,미납요금중 앞달꺼를 10일날 납부할수있는데,,,,1,SKT미납센터연락처(0.4535187),미납이용정지(0.43450385),"미납직권해지(0.40433545)
"
5978,제 계좌에서 납부할께요,"('결제관련', 0.491)","('단말기할부금중도납부방법', 0.483)",,1,세금계산서신청방법(0.470968425),세금계산서재발행방법(0.46058905),요금부분납부방법(0.454839765)
5979,이런 문자를 받아서요,"('문자메시지서비스', 0.603)","('메시지관련', 0.572)","('MMS', 0.559)",1,문자메시지서비스(0.48142493),문자매니저(0.48000133),SMS수신거부(0.475248785)
5980,11일에 납부예정인데 가능할까요?,,,,1,요금수납내역확인방법(0.4585553),과납(0.458126725),편의점요금납부(0.45491463)
5981,21일까지 정지 해지가 가능할까요?,"('정지해제관련', 0.58)","('일시정지해제방법', 0.498)",,1,일시정지해제방법(0.45047322),일시정지(0.44135895),"유선일시정지신청/해제방법(0.43694517)
"
5982,소액결제 사용중인 서비스를 알고 싶습니다,"('앱스토어결제수단', 0.541)","('결제관련', 0.478)",,1,휴대폰결제이용가능대상(0.4451593),휴대폰결제이용차단(0.43245575),"휴대폰결제이용제한방법(0.41770157)
"
5983,임정애 880531,,,,1,임대신청방법(0.45888722),"임대제도(0.45306085)
",
5984,임소영  550805  2446730,,,,1,임대신청방법(0.4230169),"임대제도(0.408435525)
",
5985,전화 통화하고싶어요,"('전화상담사연결', 0.62)","('전화관련', 0.513)",,1,"전화상담사연결(0.8615841)
",,
5986,분실파손 비용이 5500원 나가고 있던사구요~~,"('분실파손보험', 0.474)",,,1,휴대폰보험보상신청방법(0.461102875),단말보험해지방법(0.45243317),"단말보험가입방법(0.44663935)
"
5987,당월 청구요금때문에,,,,1,요금수납내역확인방법(0.470740615),요금부분납부방법(0.47027505),편의점요금납부(0.453602525)
5988,납부하면 바로 이용가능한가요?,"('결제관련', 0.532)","('단말기할부금중도납부방법', 0.463)",,1,요금수납내역확인방법(0.44613683),요금부분납부방법(0.44446048),과납(0.44132525)
5989,데이터 쿠폰 언제 나오나요?,"('Btv쿠폰', 0.514)","('T쿠폰', 0.475)",,1,T데이터쿠폰사용기간(0.49605608),T데이터쿠폰등록기간(0.49194805),T데이터쿠폰등록방법(0.4877822)
5990,이번달 금액에 청구된거죠?,"('요금수납내역확인방법', 0.54)","('유선요금납부내역확인방법', 0.457)",,1,부가사용금액(0.4547771),편의점요금납부(0.45357457),요금수납내역확인방법(0.44988425)
5991,두달합산이160760 이거맞죠?,,,,1,프리미엄패스1(0.4295367),휴대폰결제연체가산금(0.4086353),"가산금(0.4024963)
"
5992,미납요금 납부가능일 최대한 늦은날로 등록해주세요,"('요금납부일확인방법', 0.475)",,,1,SKT미납센터연락처(0.469916135),미납이용정지(0.4508375),미납직권해지(0.4178782)
5993,미납요금 납부가능일 등록하려고합니다,"('요금납부일확인방법', 0.588)",,,1,SKT미납센터연락처(0.46948055),미납이용정지(0.45241475),SKT해지미납센터연락처(0.4221076)
