intent_nm,ans_cont
아파트청약케어,"'아파트청약케어'에 대해 안내해 드릴게요.
아파트청약케어는 월 3,300원(부가세 포함)으로 청약 필요 정보 모니터링 및 예상 청약 가점, 대출 가능 금액 등의 정보를 제공하여 아파트 매매/관리 및 청약 신청에 도움을 주는 서비스예요.

신청 방법이 궁금하다면 '아파트청약케어 신청 방법'을 선택해 주세요."
TAll케어플러스포인트서비스해지방법,"T All케어플러스 포인트 서비스 해지 방법'에 대해 안내해 드릴게요.
T All케어플러스 포인트는 CV센터(구.지점)/PS&M지점/대리점, 고객센터에서 해지할 수 있어요.

ㅇ SK텔레콤 고객센터: 국번 없이 114 또는 080-011-6000(무료)"
휴대폰가족보호,"'휴대폰가족보호'에 대해 안내해 드릴게요.
휴대폰가족보호는 월 3,300원(부가세 포함)으로 보호 대상의 휴대폰 상태를 통해 위급 상황 및 신체활동 상태 등을 판단하여 케어가 필요한 가족의 상태를 단계별로 나누어 위급 상황을 확인하고, 휴대폰 낙상 등을 감지하여 대처할 수 있는 안심서비스예요.

신청 방법이 궁금하다면 '휴대폰가족보호 신청 방법'을 선택해 주세요."
휴대폰가족보호신청방법,"'휴대폰가족보호 신청 방법'에 대해 안내해 드릴게요.
휴대폰가족보호는 휴대폰가족보호 홈페이지/앱에서 신청할 수 있어요. 신청하는 방법을 알려드릴게요.

▶ 휴대폰가족보호 홈페이지: www.familycare.ai → 서비스 가입
▶ 휴대폰가족보호 앱: 앱 실행 → 권한 설정 → 이동전화 번호 인증 → 약관 동의 → 서비스 가입완료"
휴대폰가족보호신청방법,"'휴대폰가족보호 신청 방법'에 대해 안내해 드릴게요.
휴대폰가족보호는 휴대폰가족보호 홈페이지/앱에서 신청할 수 있어요. 신청하는 방법을 알려드릴게요.

▶ 휴대폰가족보호 홈페이지: https://www.familycare.ai/ → 앱 설치하기
▶ 휴대폰가족보호 앱: 앱 실행 → 권한 설정 → 이동전화 번호 인증 → 약관 동의 → 서비스 가입완료"
휴대폰가족보호해지방법,"'휴대폰가족보호 해지 방법'에 대해 안내해 드릴게요.
휴대폰가족보호는 고객센터(114), T월드, 휴대폰가족보호 고객센터(1855-3631/유료), 휴대폰가족보호 홈페이지/앱에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → myT → 나의 가입정보 → 나의 요금제/부가서비스/결합상품 → 부가서비스 → 모바일 → 휴대폰가족보호 → 해지 → 인증하기 → 해지
▶ 휴대폰가족보호 홈페이지: www.familycare.ai → 오른쪽 상단 '≡' → 서비스 해지 → 휴대폰 본인인증 후 서비스 해지

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'를 선택해 주세요."
휴대폰가족보호이용방법,"'휴대폰가족보호 이용 방법'에 대해 안내해 드릴게요.
휴대폰가족보호는 서비스 가입 후, 휴대폰가족보호 앱을 통해서 이용 가능합니다. 자세한 이용 방법을 알려드릴게요.

▶ 휴대폰가족보호 앱(가입자/보호대상): 앱 실행 → 기능별 접근 권한 모두 허용 → 휴대폰 본인 인증 → 이용약관 동의 후 '휴대폰가족보호 유료서비스 가입' → 보호자 등록
▶ 휴대폰가족보호 앱(보호자): 앱 실행 → 시작하기 → 기능별 접근 권한 모두 허용 → 서비스 이용하기 → 휴대폰 본인 인증 → 이용약관 동의 → 가입완료 → 보호대상 등록하기 → 보호대상 번호 입력 후 요청하기

※ 구글 Play 스토어 에서 '휴대폰가족보호' 앱 다운로드(iOS 단말기는 가입 불가)"
T전화아이폰상세기능,.
SK세븐모바일,"SK 세븐모바일은 SKT 품질 그대로 저렴한 요금제를 사용할 수 있는 알뜰폰 사업자예요. 알뜰폰 가입 및 요금제 등의 자세한 문의는 세븐모바일에서 상담할 수 있어요.
세븐모바일 고객센터와 운영 시간을 알려드릴게요.

[SK 세븐모바일 고객센터]
- 고객센터: 080-899-0999(무료), 1599-0999(유료)
- 운영시간: 오전 9시~오후 6시(점심 12시~1시, 주말/공휴일 제외)
- 홈페이지: www.sk7mobile.com
※타 알뜰폰 사업자 문의는 해당 고객센터로 문의 필요"
T전화이어하기,"'T전화 이어하기'에 대해 안내해 드릴게요.
T전화 이어하기는 동일한 단말과 번호에서 T전화를 다시 사용할 경우 프로필, 12인방, 설정 등의 정보를 이어서 사용하실 수 있으며, SK텔레콤 가입자의 경우 기기만 변경한 경우에도 이어하기가 가능하도록 지원하고 있어요.
연락처와 최근 기록 등 단말기에 있는 정보가 유지되며, 다른 단말에서 이어하기를 한 경우 이전 정보가 아닌 현재 단말기 또는 OS 연락처에 연동된 정보를 보여 주고 있는 것으로 단말기 변경 시 이점 유의해 주세요.
※ 단, 투데이 탭을 이용할 때는 NUGU 서비스 계정 설정을 통해 NUGU 서비스에 저장된 정보를 이어서 사용할 수 있음"
T전화탈퇴및서비스미사용,"'T전화서비스탈퇴'에 대해 안내해 드릴게요.
T전화를 탈퇴하고 싶으시거나 T전화 내 선택 서비스(AI통화녹음, 투데이, T전화 알림 등) 이용을 원하지 않는다면 약관 동의를 철회할 수 있어요. 선택 약관만 철회할 경우 연관된 서비스 이용을 중지할 수 있고, 필수 약관을 철회하면 T전화 서비스가 탈퇴됩니다.
약관을 선택하여 철회하는 방법을 알려드릴게요.

▶ T전화 앱: 앱 실행 → 설정 → 고객센터 → 이용약관 → (필수) 또는 (선택) 약관동의 철회
"
T전화오류문의,.
구매관련,.
군인관련,.
Wavve콘텐츠팩프리미엄해지방법,"'wavve 콘텐츠 팩 프리미엄 해지 방법'에 대해 안내해 드릴게요.
wavve 콘텐츠 팩 프리미엄은 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.
 
▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 'wavve 콘텐츠 팩 프리미엄' 검색 → 'wavve 콘텐츠 팩 프리미엄' 선택 → 해지
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 'wavve 콘텐츠 팩 프리미엄' 검색 → 'wavve 콘텐츠 팩 프리미엄' 선택 → 해지"
Wavve콘텐츠팩프리미엄,"'wavve 콘텐츠 팩 프리미엄'에 대해 안내해 드릴게요.
wavve 콘텐츠 팩 프리미엄은 5G 또는 LTE 요금제에 가입한 고객님이 월 13,900원(부가세 포함)으로 이용하실 수 있는 방송 월정액 서비스예요. 최대 4명까지 모바일, PC, TV로 동시 시청이 가능하며 지상파, 종편 등 100여 개의 LIVE 채널과 22만 편의 VOD를 시청할 수 있습니다. 지금 바로 wavve 콘텐츠 팩 프리미엄에 가입하시고 콘텐츠를 즐겨보세요.

신청 방법이 궁금하다면 'wavve 콘텐츠 팩 프리미엄 신청 방법'을 선택해 주세요."
Wavve콘텐츠팩프리미엄신청방법,"'wavve 콘텐츠 팩 프리미엄 신청 방법'에 대해 안내해 드릴게요.
wavve 콘텐츠 팩 프리미엄은 CV센터(구.지점)/PS&M지점/대리점, 고객센터, SKT구독서비스상담센터(1520), T월드에서 신청할 수 있어요. 신청한 날을 포함해 8일 안에 휴대폰 인증을 완료해야 서비스를 이용하실 수 있으니 참고해 주세요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.
 
▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 'wavve 콘텐츠 팩 프리미엄' 검색 → 'wavve 콘텐츠 팩 프리미엄' 선택 → 가입
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 'wavve 콘텐츠 팩 프리미엄' 검색 → 'wavve 콘텐츠 팩 프리미엄' 선택 → 가입"
Wavve앤데이터프리미엄신청방법,"'wavve 앤 데이터 프리미엄은 CV센터(구.지점)/PS&M지점/대리점, 고객센터, SKT구독서비스상담센터(1520), T월드에서 신청할 수 있어요. 신청한 날을 포함해 8일 안에 휴대폰 인증을 완료해야 서비스를 이용하실 수 있으니 참고해 주세요. 고객센터 연결 없이 직접 신청하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 'wavve 앤 데이터 프리미엄' 검색 → 'wavve 앤 데이터 프리미엄' 선택 → 가입
▶ T월드 앱: 앱 실행 → 로그인 → MY → 상단 돋보기 'wavve 앤 데이터 프리미엄' 검색 → 'wavve 앤 데이터 프리미엄' 선택 → 가입"
Wavve앤데이터프리미엄해지방법,"'wavve 앤 데이터 프리미엄 해지 방법'에 대해 안내해 드릴게요.
wavve 앤 데이터 프리미엄 CV센터(구.지점)/PS&M지점/대리점, 고객센터, T월드에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 상단 돋보기 'wavve 앤 데이터 프리미엄' 검색 → 'wavve 앤 데이터 프리미엄' 선택 → 해지
▶ T월드 앱: 앱 실행 → 로그인 → 상단 돋보기 'wavve 앤 데이터 프리미엄' 검색 → 'wavve 앤 데이터 프리미엄' 선택 → 해지"
Wavve앤데이터프리미엄,"'wavve 앤 데이터 프리미엄'에 대해 안내해 드릴게요.
wavve 앤 데이터 프리미엄은 월 15,900원(부가세 포함)으로 지상파, 종편 등 100여 개의 LIVE 채널과 22만 편의 VOD를 최상위 화질로 시청할 수 있는 서비스예요.(단, 데이터 한도형 요금제를 제외한 5G 또는 LTE 요금제 이용 시 가입 가능) 매일 1GB의 wavve 전용 데이터가 제공되고, 1GB를 모두 사용한 후에도 3Mbps의 속도로 데이터를 계속 사용할 수 있어요. 스마트폰, PC, TV로 이용 가능하며, 최대 4명까지 동시 시청이 가능합니다.

신청 방법이 궁금하다면 'wavve 앤 데이터 프리미엄 신청 방법'을 선택해 주세요."
휴대폰번호보호신청방법,"'휴대폰번호보호 신청방법'에 대해 안내해 드릴게요.
휴대폰번호보호는 CV센터(구.지점)/PS&M지점/대리점, 고객센터(114), 민앤지 고객센터(1599-0274/유료), 휴대폰 본인인증 창 배너(web)에서 신청할 수 있어요."
휴대폰번호보호,"'휴대폰번호보호'에 대해 안내해 드릴게요.
휴대폰번호보호는 월 1,100원(부가세 포함)으로 인터넷 사이트에서 휴대폰 본인인증 시 사전에 등록한 비밀번호 확인을 통해 휴대폰 번호 도용 방지 기능을 제공하는 서비스예요.

신청 방법이 궁금하다면 '휴대폰번호보호 신청 방법'이라고 입력해 주세요."
휴대폰번호보호해지방법,"'휴대폰번호보호 해지 방법'에 대해 안내해 드릴게요.
휴대폰번호보호는 CV센터(구.지점)/PS&M지점/대리점, 고객센터(114), T월드, 휴대폰번호보호 고객센터(1599-0274/유료), 휴대폰번호보호 홈페이지(www.ipns.kr)/앱에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ T월드 홈페이지: www.tworld.co.kr → 로그인 → 돋보기 → 휴대폰번호보호 → 해지 → 인증하기
▶ T월드 앱: 앱 실행 → 로그인 → 왼쪽 상단 '≡' → 부가서비스 → 나의 부가서비스 조회하기 → 휴대폰번호보호 → 해지 → 인증하기"
PASS프라임서비스해지방법,"'PASS 프라임 해지 방법'에 대해 안내해 드릴게요.
PASS 프라임은 고객센터(114), PASS 앱, PASS 프라임 고객센터(1688-4142/유료), 핀브릿지 홈페이지에서 해지할 수 있어요. 고객센터 연결 없이 직접 해지하는 방법을 알려드릴게요.

▶ PASS 앱: 앱 실행 → PASS 비밀번호 입력 → 오른쪽 하단 '≡' → 서비스 설정/해지 → PASS 프라임 → PASS 프라임 해지 → 확인
▶ 핀브릿지 홈페이지: www.finbridge.co.kr/prime/skt/term → 가입자 정보 입력 → 인증

채팅 상담사를 통해 바로 처리하고 싶다면 '추가 문의'를 선택해 주세요."
TAll케어플러스2i보급,"'T All케어플러스2 i보급'에 대해 안내해 드릴게요.
T All케어플러스2 i보급은 분실파손 보험과 플러스서비스가 결합된 아이폰 전용 보험 상품이에요.
 
▶ 월 5,400원(부가세 포함)
▶ 제공 기간: 36개월
▶ 보험 혜택
- 보상 횟수: 분실 1회, 파손 3회
- 자기부담금: 분실 20만원, 액정 파손 6만원, 교체(리퍼) 20만원
▶ 가입 가능 단말기(출고가): 80만원 이하 단말기

▶ T All케어플러스2 i 알아보기: http://naver.me/GUvfjc2q"
분실파손2i보급,"'분실파손2 i보급'에 대해 안내해 드릴게요.
분실파손2 i보급은 휴대폰을 분실하거나 파손되었을 때 보상을 받을 수 있는 아이폰 전용 보험 상품이에요.

▶ 월: 3,700원
▶ 제공 기간: 36개월
▶ 보험 혜택
- 보상지원금: 휴대폰 출고가
- 자기부담금: 도난/분실/파손 시 손해액의 30%(최소 3만원), 리퍼 수리시 1회 최대 가입금액 40만원
- 일반 임대폰 매년 28일 무료 제공(임대폰 기본 무료 14일 별도)
▶ 가입 가능 단말기(출고가): 80만원 이하 단말기

▶ 분실파손2 i 알아보기: http://naver.me/GUvfjc2q"
TAll케어플러스2파손40,"'T All케어플러스2 파손 40'에 대해 안내해 드릴게요.
T All케어플러스2 파손 40은 스마트폰 파손 보험과 플러스서비스가 결합된 보험 상품이에요.

▶ 월 3,900원(부가세 포함)
▶ 제공 기간: 36개월
▶ 보험 혜택
- 보상 횟수: 파손 3회
- 자기부담금: 파손 1회당 5만원
▶ 가입 가능 단말기(출고가): 40만원 이하 단말기(폴드/플립 제외)
※ 완전 파손 시 1회 보상 후 보험 해지됨

▶ T All케어플러스2 알아보기: http://naver.me/GyesUMqr"
TAll케어플러스2i파손50,"'T All케어플러스2 i파손 50'에 대해 안내해 드릴게요.
T All케어플러스2 i파손 50은 스마트폰 파손 보험과 플러스서비스가 결합된 아이폰 전용 보험 상품이에요.

▶ 월 4,400원(부가세 포함)
▶ 제공 기간: 36개월
▶ 보험 혜택
- 보상 횟수: 파손 3회
- 자기부담금: 액정 파손 6만원, 교체(리퍼) 20만원
▶ 가입 가능 단말기(출고가):  80만원 이하 단말기
※ 완전 파손 시 1회 보상 후 보험 해지됨

▶ T All케어플러스2 i 알아보기: http://naver.me/GUvfjc2q"
파손240,"'파손2 40'에 대해 안내해 드릴게요.
파손2 40은 휴대폰이 파손되었을 때 보상 받을 수 있는 안드로이드 전용 보험 상품이에요.
 
▶ 월 1,900원
▶ 제공 기간: 36개월
▶ 보험 혜택
- 보상지원금: 최대 가입 금액 40만원
- 자기부담금: 손해액의 25%(최소 3만원)
▶ 가입 가능 단말기: 40만원 이하 단말기(폴드/플립 제외)
※ 완전 파손 시 1회 보상 후 보험 해지됨
 
▶ 분실파손2 알아보기: http://naver.me/GyesUMqr "
