,index,query,query_cnt,p_rank1,p_rank2,p_rank3,n_rank_1,n_rank2,n_rank3
1167,2307,장기 가입 쿠폰 사용 할레,2,T데이터쿠폰등록방법,T쿠폰구매방법,T쿠폰,장기가입고객할인제도,유선장기일시정지,장기미사용휴대폰결제차단
1168,1069,T전화 해제,2,T전화이용방법,T전화설정방법,T전화모드유지,비밀번호통화서비스해지방법,T전화탈퇴및서비스미사용,T전화
1169,706,미납금액 상담,2,SKT미납센터연락처,미납이용정지,미납직권해지,미납이용정지,SKT미납센터연락처,과납
1170,6219,제가 가입한 비용인가요?,1,이동전화가입제한,가입상담예약방법,이용계약증명서발급방법,가입비,,
1171,2278,자녀로밍신청조회,2,미성년자로밍,,,T로밍카드등록방법,미성년자로밍,
1172,4543,전달요금내역요,1,세금계산서신청방법,요금수납내역확인방법,과납,요금수납내역확인방법,,
1173,4690,완납하면 바로 사용가능할까요?,1,요금부분납부방법,요금수납내역확인방법,편의점요금납부,단말기할부금중도납부방법,,
1174,5962,네 그전에입금할수도있구요,1,이용계약증명서발급방법,이동전화가입제한,가입상담예약방법,신규가입구비서류,가입비,
1175,1489,선물받은 쿠폰 등록해죠,2,데이터리필하기쿠폰유효기간,데이터리필하기선물받은리필쿠폰소멸,T데이터쿠폰등록기간,T끼리데이터선물하기받은데이터사용방법,,
1176,2612,지금 입금 했는데 확인해줘,2,과납,부가사용금액,요금납부일확인방법,요금수납내역확인방법,,
1177,3055,구글 요금 못나가게 잠금했는데 풀어주세요,2,구글Play스토어고객센터,통신과금선결제이용방법,,NUGUCHIPS잠금화면,,
1178,2316,오늘 납부 가능한가요?,2,부가사용금액,편의점요금납부,요금수납내역확인방법,요금납부일확인방법,단말기할부금중도납부방법,
1179,6206,요금이 많아서요,1,요금부분납부방법,요금수납내역확인방법,기타요금,부가사용금액,,
1180,3309,선택 약정할인문의,2,선택약정할인제도약정기간변경,선택약정할인제도만료문자발송시기,주민등록번호정정,Btv선택,선택약정할인제도가입조건,
1181,6396,아이폰15요,1,아이폰기기변경상담,휴대폰기기변경방법,T안심보상,TAll케어플러스i150,TAll케어플러스150,분실파손i150
1182,3211,월정액 요금이 얼마인지,2,Btv지상파월정액,,,Btv월정액,Btv요금제,
1183,2352,빌청구서에는  아직 명시돠어 있던데,2,빌레터통신비안심,빌레터통신비안심신청방법,요금안내서BillLetter,요금안내서BillLetter,요금안내서BillLetter앱설치방법,
1184,701,요금이 더많이 나왔어요 저번달보다,2,요금부분납부방법,요금수납내역확인방법,부가사용금액,데이터추가사용방법,,
1185,3914,기존에 쓰던 유심을 옮겨서 계속 쓰고 싶어요,2,USIM기기변경방법,USIM카드교품방법,USIM카드구매방법,USIM기변방법,로밍중USIM변경,USIM카드교품방법
1186,5132,매월 다 합쳐서 10일을 초과할 경우에 요금 나옵니까,1,실시간요금상세내역,,,T아이폰케어10,,
1187,4295,녹음된것도 확인되나요?,2,T전화녹음파일확인방법,T전화통화녹음기능,,T전화통화녹음기능,T전화녹음파일확인방법,통화내역열람방법
1188,3869,원패스 요금제,2,원패스제공국가,원패스기준시간,원패스잔여량확인,원패스기준시간,원플러스컬러링,T원넘버
1189,4889,이번달요금에 부가사용내역이 있는데요 어디쓴건지 알수있나요 ?,1,부가사용금액,편의점요금납부,요금수납내역확인방법,콘텐츠이용료구매내역확인방법,부가서비스가입내역확인방법,부가사용금액
1190,639,유심을 꼽아도 전화가 안되요.,2,USIM기기변경방법,USIM카드교품방법,USIM카드구매방법,로밍중USIM변경,USIM기변방법,
1191,2936,10월 휴대폰결제,2,휴대폰결제이용가능대상,휴대폰결제이용동의신청방법,콘텐츠이용료구매내역확인방법,결제관련,,
1192,6261,그럼  핸드폰 부가내역 (핸드폰결제) 미리 결제 할수있나요?,1,휴대폰결제이용동의신청방법,,,콘텐츠이용료구매내역확인방법,부가서비스가입내역확인방법,애플콘텐츠이용료결제내역확인방법
1193,2748,세이프케이씨가입취소해주세요,2,PASS세이프가드,세이프캐시,세이프캐시신청방법,세이프캐시해지방법,PASS신용지키미해지방법,
1194,2694,분실가입해제,2,분실폰찾기개인정보삭제,분실폰찾기알람,분실폰찾기위치조회,분실정지해제방법,,
1195,628,티브이 연결방법,2,Btv유튜브시청방법,BtvTV앱,모바일Btv앱,연결관련,전화상담사연결,
1196,4242,보험이 오늘부터 시행된다는데  해약하고 싶읍니진,2,단말보험가입방법,휴대폰보험보상신청방법,단말보험해지방법,단말보험해지방법,Btv월정액해지방법,이동전화해지방법
1197,2389,로밍이용방법,2,로밍통화요금,로밍중전화발신방법,로밍중휴대폰기능사용요금,T로밍카드,T로밍고객센터,로밍중LTE데이터이용방법
1198,3707,상담원 문의,2,SK텔레콤고객센터운영시간,전화상담사연결,T멤버십구매상품(구.초콜릿)상담센터,전화상담사연결,제조사AS센터연락처,SK텔레콤고객센터운영시간
1199,4296,발신통화가안되요,2,발신번호표시신청방법,발신번호표시,T전화발신자정보읽어주기설정,휴대폰전화수발신불가조치방법,집전화수발신불가조치방법,발신금지서비스
1200,3068,로밍. 상품,2,로밍한사람간통화요금,T로밍청구내역서,로밍통화요금,T로밍카드,가족로밍,T로밍고객센터
1201,6002,요금이두달이나19천원넘게나와서궁금해서요,1,선불폰,선불폰충전금액별이용기간,목소리인증,Btv19월정액,,
1202,2677,나 선물 줘잉,2,가족간데이터자동선물하기,T끼리데이터선물하기연령,T끼리데이터선물하기대상,T끼리데이터선물조르기방법,T로밍카드선물,T끼리데이터선물하기받은데이터사용방법
1203,6578,저 휴대폰 결제 한도가 있는데 한도초과로 나오는데 확인되나요,1,휴대폰결제이용가능대상,휴대폰결제이용동의신청방법,,법인휴대폰결제이용한도,애플콘텐츠이용료결제이용한도,데이터통화료상한제도
1204,3991,해지한 번호의 요금을 납부했네요,2,이동전화해지방법,자동납부해지방법,유선해지방법,콘텐츠이용료결제취소방법,,
1205,3120,세븐틴이 너무 잘생겼어요,2,SK세븐모바일,,,0틴플랜요금제,0틴5G요금제,
1206,6160,미납금액 얼마를 내야 정지가 안되나요?,1,SKT미납센터연락처,미납이용정지,미납직권해지,미납이용정지,,
1207,1405,kt m모바일이 아닌가요?,2,mVoIP,,,SK세븐모바일,BtvMBN월정액,mVoIP
1208,6746,요금이 많이나와서요,1,요금부분납부방법,요금수납내역확인방법,기타요금,부가사용금액,,
1209,5093,또 사용료가 청구되는건 아닌가 합니다,1,부가사용금액,과납,,과납,,
1210,409,t전화 최근통화목록에 수신전화가 뜨지 않아요,2,T전화음성으로전화하기,T전화스팸기능,T전화모드유지,T전화최근기록보기설정,T전화아이폰최근기록표시정책,T전화채티대화이력삭제
1211,4837,문자받아서 당황스러워서,1,등기문자,문자메시지서비스,문자매니저,문자메시지서비스,휴대폰문자수발신실패조치방법,메시지관련
1212,1183,국제전화 받는법,2,국제전화알림Biz레터링,국제전화청구주기,국제전화사업자선택,국제전화청구주기,국제전화알림Biz레터링,
1213,4612,신용카드로 할께요,1,제휴카드할인,동일신용카드월5회수납제한,,결제관련,,
1214,6164,이번 요금을 언제까지 납부하면 되는지요?,1,편의점요금납부,부가사용금액,요금수납내역확인방법,요금납부일확인방법,단말기할부금중도납부방법,
1215,4344,요금을 너무많이 입금했는데,2,요금부분납부방법,요금수납내역확인방법,과납,과납,,
1216,2545,요금 조회 문의할게,2,요금수납내역확인방법,요금부분납부방법,기타요금,실시간요금상세내역,조회관련,자녀요금조회방법
1217,3567,매일 알림서비스 요청,2,요금제변경가능일알림서비스신청방법,,,웹발신알림,,
1218,6650,"네, 1년 약정할인신청해야겠습니다",1,요금약정할인제도,,,데이터결합약정할인신청방법,신규가입구비서류,
1219,3850,휴대폰결제 한도 상향문의,2,휴대폰결제이용가능대상,휴대폰결제이용동의신청방법,콘텐츠이용료가능대상,애플콘텐츠이용료결제이용한도,법인휴대폰결제이용한도,데이터통화료상한제도
1220,5513,왜 미납이 2개월이 되었는지 확인하고싶습니다,1,SKT미납센터연락처,미납이용정지,미납직권해지,미납이용정지,분실파손2,과납
1221,5560,자동결제등록된,1,휴대폰결제이용가능대상,자동휴대폰결제차단방법,,자동휴대폰결제차단방법,자동휴대폰결제차단해제방법,법인폰자동납부내역조회방법
1222,2811,로밍 신청했는데 통화료가 많이 나와서 문의드려요,2,T로밍청구내역서,로밍중발신번호표시,,데이터로밍요금,로밍통화요금,로밍통화요금발생시점
1223,1280,선택약정이 만료일이 되었기에 다시 신청하는거에요 적용시켜주세요,2,선택약정할인제도만료문자발송시기,선택약정할인제도가입조건,선택약정할인제도할인반환금부과대상,선택약정할인제도재가입조건,,
1224,1586,24일에 납부가능한가요 그날이 급여라 부탁드립니다,2,요금납부일확인방법,과납,부가사용금액,,,
1225,6013,2021년 4월부터 36개월 할부 진행건이 있는데,1,단말기할부,단말기할부금중도납부방법,,,,
1226,4354,감사합니다  그리고 저희 아이들 2명 요금도 상담가능한가요,2,T가족모아데이터신청방법,,,,,
1227,2329,11월 24일 납부가능,2,요금수납내역확인방법,편의점요금납부,과납,,,
1228,2433,독도는 누구땅 인가요?,2,NUGU디바이스적색등오류,NUGU서비스앱디바이스연결실패조치방법,NUGU서비스스마트폰연결방법,,,
1229,6366,1. 김천 2. 860515,1,선불폰충전금액별이용기간,선불폰,선불폰충전취소방법,,,
1230,1240,요금고지서 부가세1900원은 뭘까요??,2,세금계산서신청방법,세금계산서재발행방법,요금부분납부방법,,,
1231,2549,롯데월드 할인,2,Tworld,Tworld아이디비밀번호찾기방법,Tworld문자보내기이용방법,,,
1232,4510,내일15일 입금 하겠습니다,1,요금납부일확인방법,실시간요금상세내역,,,,
1233,3682,16일에  납부 가능해요,2,과납,부가사용금액,편의점요금납부,,,
1234,5798,알겠어요 문자 전용 계좌 하믄 되쥬,1,스팸문자,문자매니저,문자메시지서비스,,,
1235,2120,15일납부 가능,2,요금납부일확인방법,,,,,
1236,2096,미남 요금이 없습니다 다시 한번 확인해 주세요,2,다자녀할인제도,,,,,
1237,780,브로드밴드 고객센터 통화가 안되요,2,SK브로드밴드고객센터,band데이터요금제,band데이터6.5G,,,
1238,1346,갑자기요금이많이나와네요,2,요금납부일확인방법,,,,,
1239,4235,납부 가능일 12월,2,요금납부일확인방법,,,,,
1240,2193,쿠폰선물하기는 한달사용제한이 있나요?,2,데이터리필하기쿠폰유효기간,T데이터쿠폰잔액조회방법,T데이터쿠폰사용기간,,,
1241,5300,감사합니다 상담 종료해도 될것같습니다,1,전화상담사연결,SK텔레콤고객센터운영시간,,,,
1242,5105,11월19일까지 납부가능합니다,1,요금납부일확인방법,,,,,
1243,5752,세이프만해지요,1,세이프캐시,PASS세이프가드,세이프캐시신청방법,,,
1244,5048,석주연 690211,1,T멤버십T우주Lite회원,T우주패스핫픽,T우주패스slim연간,,,
1245,535,11월25일이 지나야  미납요금  납부가능합니다,2,SKT미납센터연락처,미납이용정지,SKT해지미납센터연락처,,,
