query,n_rank1,n_rank2,n_rank3,count,p_rank1,p_rank2,p_rank3,f_rank1,f_rank2,f_rank3
좀전 콘텐츠 이용의 상세내용을 알고싶어요,"('통신자료제공', 0.756)","('로밍 요금 확인 시점', 0.728)","('요금 수납 내역 확인 방법', 0.726)",1,콘텐츠이용료구매내역확인방법(0.48184085),구글Play스토어고객센터(0.437283),콘텐츠이용료가능대상(0.4366847),"('콘텐츠 이용료 구매내역 확인 방법', 0.663)","('T전화 최근기록 보기 설정', 0.4)",
사정상 한달간만 사용하고 정지한다고 통화상 신청했는데 머때문에 정지한다고 저나로해야합니까?,"('고액정보이용료 특이정지', 0.967)","('착신금지', 0.958)","('휴대폰결제 이용 제한 해제 방법', 0.956)",1,"일시정지(0.8256471)
",,,,,
전용 계좌,"('NUGU 서비스 하나은행 금융 기능', 0.546)","('PASS 프라임 서비스 신청 방법', 0.511)","('PASS 프라임 서비스', 0.508)",1,전화상담사연결(0.44974085),SK텔레콤고객센터운영시간(0.44747905),타통신사고객센터(0.42678362),,,
감사합니다. 티 월드 웹에서 미납요금내도록하겠습니다.,"('SKT 미납센터 연락처', 0.918)","('미납 이용정지', 0.895)","('과납', 0.884)",1,SKT미납센터연락처(0.480056165),미납이용정지(0.46001955),미납직권해지(0.413964125),"('SKT 미납센터 연락처', 0.544)","('과납', 0.453)","('가산금', 0.426)"
지금 청구서재발행 요청했는데,"('요금안내서 재발행 방법', 0.953)","('요금안내서 변경 방법', 0.936)","('법인폰 요금 안내서 재발행 방법', 0.936)",1,요금안내서재발행방법(0.444619565),"법정대리인에게미성년자청구금액SMSMMS발송(0.4018517)
",,"('요금안내서 재발행 방법', 0.81)","('요금안내서 변경 방법', 0.586)","('법인폰 요금 안내서 재발행 방법', 0.574)"
해당 고객센터에 확인하면 되나요?,"('유선 A/S 방문 일정', 0.848)","('NUGU 서비스 반품 및 교환', 0.826)","('제조사 AS 센터 연락처', 0.813)",1,타통신사고객센터(0.48771867),SK텔레콤고객센터운영시간(0.487583725),제조사AS센터연락처(0.4802502),"('SK텔레콤 고객센터 운영 시간', 0.739)","('전화 상담사 연결', 0.643)","('제조사 AS 센터 연락처', 0.643)"
안녕하세요 총 합산요금이 얼마인가여,"('실시간 요금 상세 내역', 0.852)","('요금 부분 납부 방법', 0.837)","('결제 관련', 0.775)",1,가산금(0.44919845),휴대폰결제연체가산금(0.44554028),"프리미엄패스1(0.422180025)
","('실시간 요금 상세 내역', 0.584)","('요금제문의', 0.436)","('조회 관련', 0.412)"
선택약정할인 연장하려고 합니다,"('T데이터 쿠폰 사용 기간', 0.848)","('T로밍 카드 유효 기간', 0.843)","('T데이터 쿠폰 등록 기간', 0.836)",1,선택약정할인제도만료문자발송시기(0.49070135),선택약정할인제도가입조건(0.48910883),선택약정할인제도할인반환금부과대상(0.486783685),"('선택약정 할인제도 재가입 조건', 0.68)","('선택약정 할인제도 약정 기간 변경', 0.606)","('선택약정 할인제도 해지 방법', 0.552)"
15일에 제가 직접 통신사에서 납부 해도 될까요?,"('요금 부분 납부 방법', 0.806)","('통신과금 선결제', 0.786)","('과납', 0.768)",1,요금부분납부방법(0.4543731),요금수납내역확인방법(0.45101205),편의점요금납부(0.444425015),"('단말기 할부금 중도 납부 방법', 0.561)","('요금 부분 납부 방법', 0.545)","('통신과금 선결제 이용 방법', 0.542)"
아 해와로밍 때문이군요,"('고장 실패 관련', 0.684)","('집 전화기 파손/고장', 0.674)","('제조사 AS 센터 연락처', 0.645)",1,T로밍청구내역서(0.4420287),로밍한사람간통화요금(0.4203216),로밍통화요금(0.4039733),,,
안녕하세요 납부 가능일 등록부탁드려요,"('요금 납부일 변경 방법', 0.894)","('요금 납부일 확인 방법', 0.88)","('유선 요금 납부일 변경 방법', 0.858)",1,"요금납부일확인방법(0.88435113)
",,,"('요금 납부일 확인 방법', 0.719)","('요금 납부일 변경 방법', 0.674)","('수납이력서 재발행 방법', 0.455)"
sk텔링크 국제전화기본료,"('국제전화 청구 주기', 0.971)","('국제전화 사업자 선택', 0.97)","('국제전화 발신 금지', 0.962)",1,국제전화청구주기(0.48627745),국제전화알림Biz레터링(0.48259127),국제전화사업자선택(0.48166785),"('국제전화 청구 주기', 0.651)","('로밍 중 국제전화카드 사용', 0.6)","('로밍 통화 요금', 0.559)"
부탁드릴께요,"('A.', 0.889)","('전화 상담사 연결', 0.876)","('퀵보이스', 0.789)",1,"전화상담사연결(0.82421124)
",,,"('채티 서비스', 0.65)","('전화 상담사 연결', 0.53)","('메시지 관련', 0.484)"
그건 기본요금아닌가요 로밍요금은 한달단위로 결제되는걸로 알고있습니다,"('휴대폰결제 이용동의 신청 방법', 0.706)","('T우주패스 연간 상품', 0.682)","('요금약정 할인제도', 0.675)",1,로밍요금확인시점(0.4876865),로밍통화요금(0.48318875),로밍수신요금(0.48183865),"('로밍 요금 확인 시점', 0.609)","('데이터 로밍 요금', 0.606)","('로밍 통화 요금', 0.505)"
음성은 무제한입니다,"('로밍 통화 요금', 0.914)","('로밍 중 전화 발신 방법', 0.903)","('부가통화', 0.877)",1,소리샘서비스청취방법(0.4461205),소리샘서비스(0.44555535),"소리샘서비스비밀번호(0.43497938)
","('음성 관련', 0.775)","('무료음성 요금제', 0.621)","('요금제문의', 0.514)"
저렴한 기본요금 얼마예요,"('T쿠폰', 0.833)","('가입상담 예약 방법', 0.832)","('이동전화 가입 (타사)', 0.824)",1,"부가사용금액(0.80995214)
",,,"('요금제문의', 0.694)","('표준 요금제', 0.521)","('베이직', 0.517)"
01052505117도 납부일자를 21일로 등록부탁드립니다,"('요금 납부일 변경 방법', 0.858)","('요금 납부일 확인 방법', 0.816)","('유선 요금 납부일 변경 방법', 0.814)",1,"요금납부일확인방법(0.89322305)
",,,"('요금 납부일 변경 방법', 0.658)","('요금 납부일 확인 방법', 0.515)","('유선 요금 납부일 변경 방법', 0.467)"
27일까지 납부가능합니당,"('요금 부분 납부 방법', 0.846)","('과납', 0.834)","('미납 직권해지', 0.728)",1,과납(0.44614335),요금납부일확인방법(0.4350662),"부가사용금액(0.42571645)
","('요금 납부일 확인 방법', 0.6)","('단말기 할부금 중도 납부 방법', 0.573)","('요금 납부일 변경 방법', 0.564)"
네 우리은행으로 부탁드립니다,"('데이터슈퍼패스', 0.638)","('통신과금 선결제 이용 방법', 0.608)","('구매 관련', 0.605)",1,타통신사고객센터(0.42627752),ONEstore고객센터(0.4196712),SK텔레콤고객센터운영시간(0.41966152),,,
전달요금내역요,"('각종업무구비서류', 0.871)","('요금안내서 Bill Letter', 0.857)","('요금안내서 Bill Letter 앱 설치 방법', 0.855)",1,세금계산서신청방법(0.42056602),요금수납내역확인방법(0.41645465),과납(0.413748475),"('요금 수납 내역 확인 방법', 0.504)","('실시간 요금 상세 내역', 0.426)","('수납이력서 재발행 방법', 0.401)"
11월 요금안내서를,"('요금안내서 Bill Letter', 0.747)","('유선 요금안내서', 0.735)","('각종업무구비서류', 0.735)",1,요금안내서변경방법(0.49202455),요금안내서발행유형자동변경해제방법(0.48195812),"요금안내서재발행방법(0.47149245)
","('요금안내서 변경 방법', 0.434)","('요금안내서 재발행 방법', 0.421)",
주식정보가 외들어있죠,"('주식투자노트 해지 방법', 0.964)","('주식 관련', 0.955)","('주식 서비스', 0.942)",1,주식서비스(0.49838802),PASS주식정보해지방법(0.4926115),주식투자노트해지방법(0.48869325),"('주식 서비스', 0.606)","('주식 관련', 0.475)","('NUGU 서비스 증권 주가지수 시세 조회', 0.443)"
안녕하세요 요금문의점 할려구요,"('영업장 위치 확인', 0.868)","('전화 상담사 연결', 0.844)","('A.', 0.836)",1,편의점요금납부(0.4241131),"요금수납내역확인방법(0.409274815)
",,"('SK텔레콤 고객센터 운영 시간', 0.494)","('영업장 위치 확인', 0.47)","('전화 상담사 연결', 0.45)"
구글 이용 내역은 자세히 알수있나요?,"('구글 Play 스토어 고객센터', 0.874)","('콘텐츠 이용료 구매내역 확인 방법', 0.654)","('T map 문의 방법', 0.638)",1,구글Play스토어고객센터(0.4867346),콘텐츠이용료구매내역확인방법(0.42984465),"휴대폰결제이용동의신청방법(0.416192385)
","('콘텐츠 이용료 구매내역 확인 방법', 0.613)","('구글 Play 스토어 고객센터', 0.578)","('애플 콘텐츠 이용료 결제 내역 확인 방법', 0.429)"
저는 가입한적이없는데..왜이렇게 된건가요?,"('신규가입 구비서류', 0.809)","('\u200bT아이폰파손 SE 2022', 0.762)","('다른 번호 문의', 0.731)",1,이동전화가입제한(0.4497801),이용계약증명서발급방법(0.4361253),"가입상담예약방법(0.4311963)
","('Msafer 서비스', 0.481)","('발신번호 관련', 0.478)","('개통 관련', 0.475)"
조금전에 자동 로그인 ?그걸신청한것 같아요,"('팅 요금제 자동 변경 시기', 0.753)","('통신과금 자동 선결제 횟수 제한', 0.743)","('통신과금 자동 선결제', 0.74)",1,로그인보호서비스(0.46595818),로그인보호서비스신청방법(0.46403238),TloginSMS통보서비스(0.451647965),"('통신과금 자동 선결제 신청 방법', 0.526)","('휴대폰 간편 로그인 신청 방법', 0.483)","('로그인 관련', 0.478)"
15일에 납부가능합니다,"('과납', 0.777)","('요금 부분 납부 방법', 0.777)","('미납 직권해지', 0.7)",1,과납(0.4545334),부가사용금액(0.44999632),요금납부일확인방법(0.43554015),"('요금 납부일 변경 방법', 0.621)","('요금 납부일 확인 방법', 0.593)","('단말기 할부금 중도 납부 방법', 0.56)"
다름이 아니라 미납요금 중 한달치를 먼저 납입을 하고,"('SKT 미납센터 연락처', 0.866)","('과납', 0.865)","('미납 이용정지', 0.846)",1,SKT미납센터연락처(0.4464623),"미납이용정지(0.42892492)
",,"('요금 부분 납부 방법', 0.551)","('과납', 0.509)","('통신과금 선결제 이용 방법', 0.485)"
미납요금 언제까지 내야할까요 제가 13일날 납부가능한데 될까요,"('SKT 미납센터 연락처', 0.863)","('과납', 0.855)","('미납 이용정지', 0.849)",1,SKT미납센터연락처(0.462634685),미납이용정지(0.44185815),"미납직권해지(0.40623155)
","('요금 납부일 확인 방법', 0.584)","('SKT 미납센터 연락처', 0.546)","('가산금', 0.508)"
제~폰 차단되어있을까요,"('무선인터넷 차단', 0.966)","('차단 관련', 0.966)","('차단해제 관련', 0.965)",1,무선인터넷차단신청방법(0.43097657),"무선인터넷차단(0.42639762)
",,"('차단 관련', 0.612)","('차단해제 관련', 0.54)","('휴대폰 통화권 이탈 조치 방법', 0.524)"
제명의로 새로가입한번호거든요,"('번호도용문자차단', 0.843)","('주민등록번호 정정', 0.842)","('익명호 수신거부 서비스', 0.842)",1,휴대폰번호보호신청방법(0.41439602),"태블릿번호확인방법(0.4064172)
",,"('이름 관련', 0.47)","('발신번호 관련', 0.441)","('주민등록번호 정정', 0.418)"
아네 안녕하세요 저혹시 요금안내서를 우편으로 받게 되었는데 언제정도 받을수 있는지 알수있을까요?,"('요금안내서 Bill Letter', 0.967)","('요금안내서 변경 방법', 0.96)","('유선 요금안내서', 0.959)",1,요금안내서발행유형자동변경해제방법(0.482686075),요금안내서변경방법(0.4795164),"요금안내서재발행방법(0.43905135)
",,,
장기 쿠폰은........???,"('장기가입고객 할인제도', 0.871)","('장기 미사용 휴대폰 결제 차단', 0.756)","('휴대폰 결제 장기 미사용 차단 해제 방법', 0.688)",1,T데이터쿠폰사용기간(0.4639526),T쿠폰구매방법(0.46201128),T데이터쿠폰등록방법(0.461217015),"('장기가입고객 할인제도', 0.585)","('장기일시정지', 0.51)",
요금이 평소보다 많이 나와서요,"('요금 부분 납부 방법', 0.842)","('실시간 요금 상세 내역', 0.838)","('결제 관련', 0.789)",1,"세금계산서신청방법(0.8114362)
",,,"('요금제문의', 0.54)","('부가 사용 금액', 0.434)","('데이터통화료 상한제도', 0.411)"
카드로 할려고 하는데여,"('제휴카드 할인', 0.89)","('T로밍 카드 결제 수단', 0.816)","('결제 관련', 0.766)",1,T멤버십가맹점및사용방법(0.450671675),T멤버십포인트(0.439742565),T멤버십T플러스포인트조회방법(0.4380092),"('동일 신용카드 월 5회 수납 제한', 0.497)","('T쿠폰 등록 방법', 0.471)","('T로밍 카드 결제 수단', 0.455)"
10월에도  미납요금 냈는데..,"('SKT 미납센터 연락처', 0.903)","('미납 이용정지', 0.872)","('과납', 0.868)",1,SKT미납센터연락처(0.4727125),미납이용정지(0.453364225),SKT해지미납센터연락처(0.4173892),"('과납', 0.589)","('가산금', 0.551)","('SKT 미납센터 연락처', 0.524)"
한달 밀린 요금을 미리 납부해도 정지가 이루어지는건가요?,"('단말기 할부금 중도 납부 방법', 0.726)","('데이터로밍 일시허용', 0.721)","('미납 이용정지', 0.689)",1,"실시간요금상세내역(0.8161118)
",,,"('미납 이용정지', 0.474)","('가산금', 0.427)","('과납', 0.407)"
지금 해지가 가능할까요?,"('퀵보이스 해지 방법', 0.989)","('예상 해지 금액', 0.989)","('해지 미환급금 조회 방법', 0.988)",1,이동전화해지방법(0.483353735),자동납부해지방법(0.46832177),"유선해지방법(0.416793675)
","('이동전화 해지 방법', 0.821)","('철회', 0.589)","('예상 해지 금액', 0.582)"
미납요금을 왼납을 못해서,"('과납', 0.927)","('SKT 미납센터 연락처', 0.904)","('요금 부분 납부 방법', 0.863)",1,SKT미납센터연락처(0.47729337),미납이용정지(0.4437708),SKT해지미납센터연락처(0.440785885),"('과납', 0.623)","('SKT 미납센터 연락처', 0.609)","('미납 이용정지', 0.558)"
입금번호,"('발신번호메모플러스', 0.747)","('발신번호표시', 0.745)","('발신번호 관련', 0.743)",1,"과납(0.820514)
",,,"('자동납부번호 확인 방법', 0.529)","('발신번호 관련', 0.483)","('결제 관련', 0.463)"
요금89000원인데요,"('0청년 89', 0.845)","('데이터SOS', 0.529)","('T_부재중안내', 0.526)",1,과납(0.4168683),편의점요금납부(0.41650675),부가사용금액(0.4106864),"('0청년 89', 0.455)","('무료음성 79', 0.435)","('파손3 파손80', 0.408)"
3개월분 중에 금액적은 10월분 먼저 납부가능한가요?,"('통신과금 선결제', 0.653)","('로밍 일시 허용', 0.642)","('통신과금 선결제 이용 방법', 0.632)",1,부가사용금액(0.46411693),과납(0.45464625),편의점요금납부(0.4290359),"('통신과금 선결제 이용 방법', 0.59)","('요금 부분 납부 방법', 0.573)","('요금 납부일 변경 방법', 0.548)"
