query,MTL_rank1,MTL_rank2,MTL_rank3
문자로 가능할까요?,"('메시지 관련', 0.554)","('전화 상담사 연결', 0.515)","('제조사 AS 센터 연락처', 0.515)"
그럼 미납 완납하면 소액결제는 자동 해제되나요?,"('미납 이용정지', 0.511)","('자동납부 해지 방법', 0.492)","('요금 부분 납부 방법', 0.483)"
이것도 30일 등록해주세요,,,
14일 4시부터 정지인거로 아는데요,"('정지 관련', 0.792)","('일시정지', 0.61)","('정지 해제 관련', 0.443)"
컨텐츠 이용료는 변경가능한가요,"('콘텐츠 이용료 결제 취소 방법', 0.416)",,
하루치만 사전납부한걸로 나와서요,"('요금 납부일 확인 방법', 0.426)","('요금 부분 납부 방법', 0.41)","('요금 납부일 변경 방법', 0.403)"
데이터 잔여량 알 수 있을까요..?,"('일자별 잔여통화안내', 0.64)","('최근 사용량 확인 방법', 0.579)","('자녀 데이터 사용량 조회 방법', 0.566)"
감사합니다! 전화로 문의 드리겠습니다.,"('전화 상담사 연결', 0.744)","('채티 서비스', 0.59)","('SK텔레콤 고객센터 운영 시간', 0.53)"
7101꼬는 선택약정을 연장을햇는데,"('선택약정 할인제도 약정 기간 변경', 0.571)","('연장 관련', 0.472)","('선택약정 할인제도 해지 방법', 0.448)"
안녕하세요 올케어플러스4 F 지금 가입 중인데 해지하고 싶습니다,"('T All케어플러스3 파손F', 0.536)","('T All케어플러스 분실F4', 0.533)","('T All케어플러스 포인트 서비스 해지 방법', 0.53)"
입금번호,"('자동납부번호 확인 방법', 0.524)","('요금 수납 내역 확인 방법', 0.468)","('통화 내역 열람 방법', 0.435)"
폰으로 입력이 안되니 번거로워서 그래요,"('제조사 AS 센터 연락처', 0.524)","('퀵보이스 이용 방법', 0.491)",
10일 16시에 납부 가능해서요,"('요금 납부일 확인 방법', 0.626)","('요금 납부일 변경 방법', 0.623)","('단말기 할부금 중도 납부 방법', 0.578)"
10일 납부일자 가능할까요,"('요금 납부일 변경 방법', 0.808)","('요금 납부일 확인 방법', 0.74)","('단말기 할부금 중도 납부 방법', 0.498)"
다음달  요금은  어떻개되나요,"('요금제문의', 0.585)","('SK텔레콤 할인 혜택', 0.461)","('실시간 요금 상세 내역', 0.418)"
안녕하세요 정지안내를 받았는데 정지날짜를 미룰 수 있나요?,"('정지 해제 관련', 0.549)","('정지 관련', 0.529)","('분실정지 수신 기간 연장 방법', 0.428)"
어디로 연락하면되나요?,"('전화 상담사 연결', 0.754)","('제조사 AS 센터 연락처', 0.522)","('SK텔레콤 고객센터 운영 시간', 0.493)"
유심침도 제거했다가 다시 연결했었습니다.,"('USIM 카드 교품 방법', 0.575)","('USIM기변 방법', 0.556)","('제조사 AS 센터 연락처', 0.534)"
확인하고다시연락하겠습니다,"('전화 상담사 연결', 0.523)","('채티 서비스', 0.499)","('SK텔레콤 고객센터 운영 시간', 0.49)"
10월요금이 전번달보다 더니워서요.,,,
이전요금제가 2만원대인걸로 아는데 5천원초과도어도 요금제에서만 적용이 되는거죠?,"('요금제문의', 0.466)",,
11월달 요금이 더  나왔내요,"('추가 관련', 0.431)",,
21일날 입금 전용 계좌로 납부하면 되는가죠?,"('단말기 할부금 중도 납부 방법', 0.557)","('요금 납부일 변경 방법', 0.552)","('요금 납부일 확인 방법', 0.512)"
데이터통화료가뭐죠,"('데이터통화료 상한제도', 0.767)","('T끼리 데이터 선물하기 비용', 0.626)","('데이터 문의 관련', 0.487)"
네 오늘까지 90만원입금하기로 했는데 카드로 납부하려합니다,"('단말기 할부금 중도 납부 방법', 0.64)","('통신과금 선결제 이용 방법', 0.539)","('요금 납부일 변경 방법', 0.497)"
11월 요금 부가금액이 19만원이 나왔는데요. 이게 위약금이라고 들었거든요...,"('과납', 0.518)","('가산금', 0.494)","('예상 해지 금액', 0.456)"
네 문자 부탁해요,"('메시지 관련', 0.712)","('MMS', 0.55)","('제조사 AS 센터 연락처', 0.501)"
문자무제한  보내기방법은,"('Tworld 문자 보내기 이용 방법', 0.552)","('메시지 관련', 0.55)","('MMS', 0.407)"
외자꾸만 부가서비스가 청구되는지,,,
아이폰15요,"('분실파손 i150', 0.479)","('휴대폰 기기변경 방법', 0.446)","('휴대폰 관련', 0.432)"
해지요금이전달보다만이나와서요,"('예상 해지 금액', 0.626)","('해지 미환급금 조회 방법', 0.513)","('SKT 해지 미납센터 연락처', 0.488)"
청구서 보니까 부가사용금액으로 495000원이 청구됐던데 혹시 언제 어디서 결제된건지 알려주실 수 있나요?,"('부가 사용 금액', 0.578)","('요금 수납 내역 확인 방법', 0.505)","('T멤버십 사용 내역 확인 방법', 0.437)"
메일은 언제도착하나요,"('이메일 상담', 0.556)","('등기문자', 0.531)","('MMS', 0.464)"
김경목   주민번호  670518,"('내 휴대폰 기종 확인', 0.416)",,
30일까지 납부가능할까요,"('단말기 할부금 중도 납부 방법', 0.662)","('요금 납부일 확인 방법', 0.657)","('요금 납부일 변경 방법', 0.612)"
전혀그런문자 받은거 없는거 같아요,"('메시지 관련', 0.561)","('스미싱', 0.513)","('MMS', 0.47)"
제 요금,"('요금제문의', 0.715)","('실시간 요금 상세 내역', 0.577)","('자녀 요금 조회 방법', 0.434)"
단말기 지원금은 얼마가 나옵니까,"('공시지원금 확인 방법', 0.708)","('T지원금 약정', 0.698)","('휴대폰 기기변경 방법', 0.502)"
납부 가능은,"('요금 수납 내역 확인 방법', 0.585)","('요금 부분 납부 방법', 0.581)","('단말기 할부금 중도 납부 방법', 0.534)"
상담하려합니다,"('채티 서비스', 0.692)","('공부 관련', 0.473)","('데이터 문의 관련', 0.465)"
15일 급여 날이라서요,"('요금 납부일 변경 방법', 0.495)","('T멤버십 T day 프로모션', 0.421)","('요금 납부일 확인 방법', 0.419)"
금액이랑 계좌,"('자동납부번호 확인 방법', 0.454)","('요금 납부일 확인 방법', 0.445)","('요금 수납 내역 확인 방법', 0.422)"
아이폰에서 지금사용하는폰으로 이어서는못하는거죠.,"('아이폰 관련', 0.566)","('번호이동 제도', 0.401)",
월요일에 납부 가능한대요,"('요금 납부일 변경 방법', 0.702)","('요금 납부일 확인 방법', 0.629)","('요금 부분 납부 방법', 0.566)"
금액하고 같이요,"('요금제문의', 0.482)","('추가 관련', 0.402)",
안녕하세요  카드납부하려고 하는데 배우자카드입니다,,,
제가 확인해보고입금하겠습니다,"('요금 수납 내역 확인 방법', 0.422)","('단말기 할부금 중도 납부 방법', 0.415)",
미납요금이 있나 궁금해서요!,"('SKT 미납센터 연락처', 0.65)","('요금 수납 내역 확인 방법', 0.612)","('미납 이용정지', 0.6)"
지금 배우자 핫스팟연결해서 겨우 연락드립니다,"('테더링 및 모바일 핫스팟', 0.509)","('휴대폰 핫스팟 연결 불가 조치 방법', 0.489)",
내가신청한가족은3명  조회는 2명만 가능,"('가족결합 확인 방법', 0.637)",,
20 일까지변경가능한가요?,"('휴대폰 기기변경 방법', 0.534)","('5G 기기 변경 방법', 0.481)","('요금 납부일 변경 방법', 0.445)"
해지 및 재가입은 미리 알려주지않나요?,,,
납부가능일 11월 29일로부탁드립니다,"('요금 납부일 확인 방법', 0.735)","('요금 납부일 변경 방법', 0.684)","('단말기 할부금 중도 납부 방법', 0.536)"
요금이 과다하게 발생된거 같아서 문의드립니다,"('요금제문의', 0.532)","('실시간 요금 상세 내역', 0.493)","('과납', 0.492)"
나머지 요금은 27일에 납부 가능한데,"('단말기 할부금 중도 납부 방법', 0.645)","('요금 부분 납부 방법', 0.608)","('요금 납부일 확인 방법', 0.568)"
미납요금이 얼마인지 알수있을까요,"('SKT 미납센터 연락처', 0.601)","('요금 수납 내역 확인 방법', 0.567)","('가산금', 0.56)"
실시간이용 요금17000원인데 청구요금68000,"('실시간 요금 상세 내역', 0.556)",,
10월달 납부금액인가요?,"('요금 납부일 확인 방법', 0.555)","('요금 수납 내역 확인 방법', 0.502)",
알겠습니다. 상담 감사합니다,"('채티 서비스', 0.67)","('A.', 0.486)","('데이터 문의 관련', 0.48)"
오늘만 그런게 아니라. 특히 최근 너무 느려서..거의 3G쓰는 기분입니다.,"('속도 관련', 0.725)","('휴대폰 데이터 속도 저하 조치 방법', 0.556)","('통화품질 관련', 0.524)"
그리고 와이파이 있는곳에세도 느리던데요?,"('속도 관련', 0.54)","('T wifi zone 이용 방법', 0.539)","('SK 유무선 공유기 Wi-Fi 접속 불가 조치 방법', 0.491)"
이름은 김현창 주민번호는 870611입니다,"('주민등록번호 정정', 0.428)",,
01038124434 임동민 입니다,"('Msafer 서비스', 0.443)",,
통화하고싶은대요,"('전화 상담사 연결', 0.809)","('채티 서비스', 0.422)","('SK텔레콤 고객센터 운영 시간', 0.42)"
상담을하고.십어요,"('전화 상담사 연결', 0.665)","('채티 서비스', 0.533)","('SK텔레콤 고객센터 운영 시간', 0.44)"
입금가능일 부탁드립니다,"('요금 납부일 확인 방법', 0.737)","('요금 납부일 변경 방법', 0.665)","('휴대폰 개통일 확인 방법', 0.446)"
네.15일오후에납부될것같아.연락드림,"('요금 납부일 확인 방법', 0.51)","('요금 납부일 변경 방법', 0.502)","('요금 수납 내역 확인 방법', 0.482)"
음성은 무제한입니다,"('요금제문의', 0.674)","('음성 관련', 0.667)","('무료음성 요금제', 0.573)"
어디로 입금하면 될까요 ?,"('단말기 할부금 중도 납부 방법', 0.56)","('요금 수납 내역 확인 방법', 0.448)","('편의점 요금 납부', 0.446)"
콘텐츠이용요금요,"('콘텐츠 이용료 구매내역 확인 방법', 0.55)","('콘텐츠 이용료 가능 대상', 0.533)","('애플 콘텐츠 이용료', 0.451)"
태블릿으로 바꿔주세요~,"('휴대폰 기기변경 방법', 0.725)","('갤럭시 기기 변경 상담', 0.508)","('중고 기기변경 방법', 0.491)"
사이판 무료로밍알고싶어서요,"('T괌사이판 요금제 잔여량 확인', 0.565)","('T괌사이판 옵션 변경', 0.498)",
지난달이나 지지난달 부가요금 1000원이 가입되었어요,"('과납', 0.497)","('가산금', 0.434)","('요금 수납 내역 확인 방법', 0.405)"
14일 이전까지 납부가 어렵습니다..,"('요금 납부일 변경 방법', 0.582)","('자동납부 해지 방법', 0.52)","('단말기 할부금 중도 납부 방법', 0.519)"
날짜는 그럼 30일 안으로만 하면 되는거죠?,"('요금 납부일 변경 방법', 0.616)","('요금 납부일 확인 방법', 0.511)",
이번달 납부 날짜 30일로 바꿔주세요,"('요금 납부일 변경 방법', 0.884)","('요금 납부일 확인 방법', 0.555)","('유선 요금 납부일 변경 방법', 0.509)"
2중전 단말기 요금 청산하고싶습니다.,"('자동납부 해지 방법', 0.43)","('이동전화 해지 방법', 0.426)",
문자 무료 맞습니까,"('메시지 관련', 0.713)","('MMS', 0.622)","('스팸 문자', 0.617)"
임지연 7101030,"('미성년자 관련', 0.417)",,
이달말에 납부가 가능한데 될까요?,"('단말기 할부금 중도 납부 방법', 0.685)","('요금 납부일 확인 방법', 0.648)","('요금 납부일 변경 방법', 0.602)"
요금이 전월보다 많아서 확인요청합니다,"('실시간 요금 상세 내역', 0.504)","('요금 수납 내역 확인 방법', 0.451)","('요금제문의', 0.402)"
네 1575문자로 발송부탁드립니다,"('전화 상담사 연결', 0.453)",,
확인해주셔서 감사합니다,"('채티 서비스', 0.605)","('A.', 0.508)","('데이터 문의 관련', 0.499)"
미납금 11월30일 가능합니다,"('단말기 할부금 중도 납부 방법', 0.564)","('요금 납부일 확인 방법', 0.559)","('자동납부 해지 방법', 0.542)"
미납요금이 10월11월이있어서  10월딘은완납됫는데 11월거는다음주에납부가가능해서요,"('SKT 미납센터 연락처', 0.584)","('과납', 0.507)","('자동납부 해지 방법', 0.493)"
아뇨 금월 20일에 납입이 가능할꺼같아 요청드리려고 합니다,"('요금 납부일 변경 방법', 0.627)","('요금 납부일 확인 방법', 0.528)","('단말기 할부금 중도 납부 방법', 0.521)"
모바일카드인데,"('T쿠폰', 0.509)","('선불폰', 0.45)","('T모아쿠폰', 0.44)"
이번달 요금에 로밍비용이 얼마인가요?,"('로밍 요금 확인 시점', 0.823)","('데이터 로밍 요금', 0.644)","('로밍 통화 요금', 0.602)"
납부 가능한 날짜는 12일 이요,"('요금 납부일 확인 방법', 0.76)","('요금 납부일 변경 방법', 0.695)","('요금 수납 내역 확인 방법', 0.503)"
은행은 아무거나 상관없이 보내주시면됩니다,"('각종업무구비서류', 0.447)",,
요금이 평소보다 많이 나와서요,"('요금제문의', 0.625)","('실시간 요금 상세 내역', 0.472)","('SK텔레콤 할인 혜택', 0.463)"
납부가능한가요?,"('요금 수납 내역 확인 방법', 0.634)","('요금 부분 납부 방법', 0.577)","('단말기 할부금 중도 납부 방법', 0.565)"
기한을 최대한 늘려주시면 어떻게든 넣겠습니다.,"('연장 관련', 0.523)","('SK텔레콤 고객센터 운영 시간', 0.443)","('추가 관련', 0.427)"
15일자납부하기로했는데 갑자기병원에오게되서,"('요금 납부일 변경 방법', 0.542)","('요금 납부일 확인 방법', 0.466)","('자동납부 해지 방법', 0.444)"
안녕하세요 가족보호 해지를 하고싶습니다,"('휴대폰가족보호 해지 방법', 0.932)","('가족 결합 상품 해지 방법', 0.581)","('휴대폰가족보호 이용 방법', 0.461)"
요금활인 내역 ?,"('SK텔레콤 할인 혜택', 0.456)","('요금 수납 내역 확인 방법', 0.401)",
이 요금제 사용이 안되는건가요?,"('요금제문의', 0.557)","('선택약정 할인제도 가입 불가 요금제', 0.552)","('LTE 요금제', 0.464)"
날짜 조금 뒤로 미룰수 있나요?,"('요금 납부일 변경 방법', 0.687)","('요금 납부일 확인 방법', 0.461)","('연장 관련', 0.411)"
그럼 이문의건도 담당부서 전달 가능한거 아닌가요?,,,
카드로 할려고 하는데여,"('현금영수증 발급 방법', 0.462)","('동일 신용카드 월 5회 수납 제한', 0.452)","('T쿠폰 등록 방법', 0.432)"
패스프라임,"('PASS 프라임 서비스', 0.571)","('5GX프라임+다이렉트플랜', 0.556)","('프리미엄 패스1', 0.522)"
10일 입금하도록 하겠습니다,"('단말기 할부금 중도 납부 방법', 0.537)","('요금 납부일 확인 방법', 0.512)","('요금 납부일 변경 방법', 0.469)"
